,Medium,Classification,Culture,Object Begin Date,Historical Period,height,diam,width,depth
2842,"gold,paste,porcelain",Ceramics,German,1740,Modern Times,-1.0,7.5,-1.0,-1.0
7472,silk,Textiles,Italian,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
9683,"lace,metal,thread",Textiles,Italian,1500,Modern Times,-1.0,-1.0,-1.0,-1.0
10403,lace,Textiles,Italian,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
6298,silk,Textiles,Japan,1600,Modern Times,13.0,-1.0,1.6,-1.0
5604,"porcelain,ware",Ceramics,China,1700,Modern Times,18.7,-1.0,-1.0,-1.0
5547,"metal,silk,thread",Textiles,European,1785,Modern Times,-1.0,-1.0,-1.0,-1.0
2311,porcelain,Snuff,China,1736,Modern Times,5.1,-1.0,-1.0,-1.0
9146,silk,Textiles,Japan,1700,Modern Times,17.1,-1.0,6.0,-1.0
1152,"silver,steel",Metalwork,Dutch,1600,Modern Times,17.5,-1.0,1.6,-1.0
11003,cotton,Textiles,German,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
12945,"paste,porcelain",Ceramics,Chinese,1795,Modern Times,-1.0,-1.0,-1.0,-1.0
10483,"gilt,silver",Metalwork,French,1800,Modern Times,2.5,-1.0,21.0,-1.0
13221,"silver,steel",Firearms,Balkan,1701,Modern Times,-1.0,-1.0,-1.0,51.4
7708,"metal,silk,thread",Textiles,French,1685,Modern Times,-1.0,-1.0,-1.0,-1.0
10140,iron,Metalwork,German,1580,Modern Times,20.0,-1.0,7.6,-1.0
12111,lace,Textiles,Irish,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
9515,"porcelain,ware",Ceramics,China,1800,Modern Times,20.3,15.6,-1.0,-1.0
12047,"gold,metal,silver",Inrō,Japan,1800,Modern Times,9.1,-1.0,5.0,2.6
7073,"color,ink,paper,print,woodblock",Prints,Japan,1786,Modern Times,36.8,-1.0,24.8,-1.0
1219,"metal,silk,thread",Textiles,British,1630,Modern Times,-1.0,-1.0,-1.0,-1.0
2422,wood,Wood,Senufo,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
11450,"silk,thread",Textiles,Japan,1800,Modern Times,65.41,-1.0,20.32,-1.0
294,lace,Textiles,French,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
9868,"metal,silk,thread",Textiles,Unknown,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
12418,bronze,Medals,French,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
9287,"color,ink,paper,woodblock",Prints,Japan,1800,Modern Times,13.8,-1.0,19.1,-1.0
5473,paper,Stencils,Japan,1800,Modern Times,24.77,-1.0,41.27,-1.0
1257,silk,Textiles,Japan,1700,Modern Times,20.95,-1.0,26.67,-1.0
2720,silver,Metalwork,Dutch,1630,Modern Times,16.5,-1.0,5.2,-1.0
8212,"silver,steel",Swords,German,1725,Modern Times,-1.0,-1.0,12.1,87.0
4511,"color,ink,paper",Paintings,China,1700,Modern Times,43.2,-1.0,47.9,-1.0
3115,gold,Jewelry,Austrian,1800,Modern Times,4.8,-1.0,5.6,-1.0
4787,"silk,thread",Costumes,China,1700,Modern Times,34.3,-1.0,76.8,-1.0
5244,"gilt,silver",Metalwork,German,1685,Modern Times,9.5,-1.0,7.3,-1.0
4447,iron,Armor,Turkish,1601,Modern Times,-1.0,-1.0,8.3,29.2
11136,"gold,paper,silk",Textiles,Japan,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
2649,"paste,porcelain",Ceramics,Chinese,1750,Modern Times,-1.0,22.1,-1.0,-1.0
4315,"color,ink,paper,print,woodblock",Prints,China,1662,Modern Times,23.8,-1.0,27.3,-1.0
12906,"metal,silk,thread",Textiles,Italian or Spanish,1585,Modern Times,-1.0,20.3,-1.0,-1.0
5318,silk,Textiles,Italian,1500,Modern Times,26.0,-1.0,14.6,-1.0
12072,silk,Textiles,French,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
9935,"iron,silver",Helmets,Korean,1501,Modern Times,55.2,-1.0,24.3,-1.0
11779,"color,gold,ink,paper",Screens,Japan,1520,Modern Times,153.0,-1.0,355.2,-1.0
740,"metal,silk,thread",Textiles,French,1800,Modern Times,12.7,-1.0,6.4,-1.0
766,silk,Textiles,China or Japan,1800,Modern Times,6.7,-1.0,5.4,-1.0
6046,silk,Textiles,Italian,1500,Modern Times,34.3,-1.0,43.8,-1.0
11243,"glass,gold,paper,wood",Glass,French,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
8559,"paste,porcelain",Ceramics,British,1753,Modern Times,6.4,-1.0,15.9,-1.0
13191,paper,Stencils,Japan,1800,Modern Times,24.4,-1.0,40.0,-1.0
10345,lace,Textiles,Italian,1595,Modern Times,-1.0,-1.0,-1.0,-1.0
7090,lace,Textiles,German,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
9807,wood,Wood,Central,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
12045,silk,Textiles,Spanish,1700,Modern Times,40.6,-1.0,19.7,-1.0
3412,silk,Textiles,French,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
8539,"copper,gold,silk,steel,thread",Armor,Chinese,1725,Modern Times,55.2,-1.0,20.3,-1.0
10243,"metal,silk,thread",Textiles,French,1760,Modern Times,-1.0,-1.0,-1.0,-1.0
2358,glass,Glass,Dutch,1775,Modern Times,18.7,-1.0,7.6,-1.0
7005,silk,Textiles,Japan,1600,Modern Times,2.2,-1.0,4.8,-1.0
1495,cotton,Textiles,British,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
12647,"porcelain,ware",Ceramics,China,1768,Modern Times,5.7,11.4,-1.0,-1.0
9743,"gilt,paste,porcelain,silver",Snuffboxes,German,1757,Modern Times,-1.0,-1.0,-1.0,-1.0
3302,silver,Metalwork,French,1750,Modern Times,-1.0,-1.0,-1.0,-1.0
708,"alloy,copper,gold,silver",Sword,Japanese,1590,Modern Times,7.8,-1.0,7.5,-1.0
1141,"color,ink,paper",Paintings,China,1654,Modern Times,24.8,-1.0,33.0,-1.0
10652,"porcelain,ware",Ceramics,China,1800,Modern Times,16.5,-1.0,-1.0,-1.0
2103,"gold,paste,porcelain",Ceramics,British,1756,Modern Times,-1.0,-1.0,-1.0,-1.0
2530,"paste,porcelain",Ceramics,German,1765,Modern Times,-1.0,13.3,-1.0,-1.0
12039,"alloy,copper,gold,silver",Sword,Japanese,1775,Modern Times,3.8,-1.0,-1.0,-1.0
12004,gold,Metalwork,British,1741,Modern Times,-1.0,-1.0,-1.0,-1.0
12440,bronze,Medals,Italian,1500,Modern Times,-1.0,-1.0,-1.0,-1.0
4402,"copper,gilt",Enamels,French,1555,Modern Times,-1.0,15.2,-1.0,-1.0
6267,"alloy,copper,silver",Sword,Japanese,1590,Modern Times,-1.0,-1.0,1.4,9.7
275,steel,Armor,Italian,1550,Modern Times,37.5,-1.0,12.1,-1.0
512,"paste,porcelain",Ceramics,Chinese,1715,Modern Times,4.1,-1.0,44.5,-1.0
1293,"alloy,copper,gold,silver",Sword,Japanese,1800,Modern Times,-1.0,-1.0,1.4,9.5
5074,"paste,porcelain",Ceramics,German,1730,Modern Times,-1.0,24.1,-1.0,-1.0
2939,silk,Textiles,Japan,1700,Modern Times,5.08,-1.0,6.99,-1.0
598,steel,Swords,Spanish,1500,Modern Times,-1.0,-1.0,17.1,100.3
5562,silk,Textiles,British,1630,Modern Times,-1.0,-1.0,-1.0,-1.0
12302,"porcelain,ware",Ceramics,China,1667,Modern Times,7.0,-1.0,-1.0,-1.0
6547,"silk,thread",Main,China,1800,Modern Times,144.8,-1.0,184.5,-1.0
7535,gold,Natural,Italian,1600,Modern Times,-1.0,11.4,-1.0,-1.0
7873,"bronze,gilt",Metalwork,French,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
9988,iron,Metalwork,British,1700,Modern Times,-1.0,12.7,-1.0,-1.0
10944,silk,Textiles,Spanish,1500,Modern Times,-1.0,-1.0,-1.0,-1.0
10090,"metal,thread",Textiles,Italian,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
9787,steel,Knives,Persian,1800,Modern Times,-1.0,-1.0,2.5,21.0
12182,iron,Helmets,Japanese,1501,Modern Times,15.2,-1.0,25.1,31.8
11320,paper,Stencils,Japan,1800,Modern Times,31.1,-1.0,41.0,-1.0
13010,"ink,paper",Paintings,China,1661,Modern Times,102.9,-1.0,41.0,-1.0
903,"gold,steel,wood",Shafted,Italian,1501,Modern Times,-1.0,-1.0,15.9,246.4
7436,silver,Metalwork,Dutch,1605,Modern Times,-1.0,-1.0,-1.0,-1.0
462,"bronze,gilt",Metalwork,French,1700,Modern Times,5.7,-1.0,6.4,-1.0
13154,silver,Medals,German,1585,Modern Times,11.7,-1.0,20.6,-1.0
2578,"metal,silk,thread",Textiles,French,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
2132,lace,Textiles,French,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
8478,silk,Textiles,Italian,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
13356,silk,Textiles,French,1750,Modern Times,-1.0,-1.0,-1.0,-1.0
4704,"cotton,ink",Paintings,Korea,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
2075,"silk,thread",Textiles,Japan,1624,Modern Times,162.56,-1.0,27.94,-1.0
10893,silk,Textiles,French,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
11500,bronze,Medals,French,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
11626,lace,Textiles,British,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
2695,silk,Textiles,Japan,1800,Modern Times,10.0,-1.0,4.1,-1.0
3730,cotton,Textiles,China,1700,Modern Times,154.94,-1.0,73.66,-1.0
5929,wood,Sculpture,China,1700,Modern Times,34.9,-1.0,-1.0,-1.0
6772,"bronze,paste,steel",Horology,French,1795,Modern Times,56.2,-1.0,44.5,15.2
10299,bronze,Sculpture,Italian,1571,Modern Times,-1.0,-1.0,-1.0,-1.0
5458,"metal,silk,thread",Textiles,Italian,1500,Modern Times,-1.0,-1.0,-1.0,-1.0
1134,terracotta,Sculpture,French,1785,Modern Times,-1.0,58.4,-1.0,-1.0
8330,silk,Textiles,Japan,1800,Modern Times,15.24,-1.0,15.24,-1.0
11050,"gold,porcelain",Ceramics,German,1700,Modern Times,-1.0,11.1,-1.0,-1.0
4146,silk,Textiles,Dutch,1793,Modern Times,30.5,-1.0,38.1,-1.0
4840,bronze,Medals,French,1623,Modern Times,-1.0,-1.0,-1.0,-1.0
1912,silver,Metalwork,British,1700,Modern Times,-1.0,23.5,-1.0,-1.0
11939,gold,Medals,Austrian,1741,Modern Times,0.3,-1.0,4.0,-1.0
7632,"bronze,copper,steel",Horology,French,1790,Modern Times,48.3,-1.0,24.1,-1.0
4123,bronze,Metalwork,Japan,1800,Modern Times,2.9,-1.0,8.3,-1.0
1952,wood,Wood,Dogon,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
10986,"alloy,copper,steel",Mail,German,1501,Modern Times,-1.0,-1.0,-1.0,-1.0
1125,lace,Textiles,Dutch or Italian,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
9801,bronze,Sculpture,Italian,1800,Modern Times,-1.0,21.3,-1.0,-1.0
5010,"copper,iron",Sword,Japanese,1651,Modern Times,-1.0,8.4,-1.0,-1.0
4373,steel,Archery,Japanese,1700,Modern Times,-1.0,-1.0,1.3,20.0
10811,"paste,porcelain",Ceramics,Continental,1800,Modern Times,-1.0,9.5,-1.0,-1.0
13033,wood,Wood,Santa,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
13251,silk,Textiles,Italian,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
6460,bronze,Metalwork,Japan,1800,Modern Times,20.3,-1.0,-1.0,-1.0
4410,bronze,Medals,French,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
5096,iron,Metalwork,German,1600,Modern Times,-1.0,8.3,-1.0,-1.0
6506,bronze,Metal,Edo,1760,Modern Times,-1.0,-1.0,-1.0,-1.0
12527,"gold,steel,wood",Shafted,French,1658,Modern Times,52.7,-1.0,15.0,-1.0
11411,"color,ink,paper,woodblock",Prints,Japan,1742,Modern Times,37.1,-1.0,24.6,-1.0
12292,"paste,porcelain,silver",Ceramics,German,1735,Modern Times,-1.0,6.4,-1.0,-1.0
9298,silver,Metalwork,British,1652,Modern Times,18.4,-1.0,5.1,-1.0
13336,"metal,silver",Metalwork,British,1800,Modern Times,-1.0,11.7,-1.0,-1.0
11725,gold,Ceramics,British,1785,Modern Times,-1.0,5.7,-1.0,-1.0
12830,"alloy,copper,gold,silver",Sword,Japanese,1590,Modern Times,-1.0,-1.0,1.4,9.7
4221,porcelain,Ceramics,China,1644,Modern Times,-1.0,12.7,-1.0,-1.0
4076,"metal,thread",Textiles,Russian,1785,Modern Times,147.3,-1.0,114.3,-1.0
187,bronze,Sculpture,Flemish,1630,Modern Times,-1.0,32.4,-1.0,-1.0
4277,"porcelain,ware",Ceramics,Japan,1750,Modern Times,21.6,-1.0,-1.0,-1.0
4541,"alloy,copper,gold,silver",Sword,Japanese,1701,Modern Times,-1.0,-1.0,-1.0,3.5
1213,silver,Metalwork,Anglo-Indian,1785,Modern Times,-1.0,12.1,-1.0,-1.0
4293,wood,Wood,Luba,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
11097,"metal,silk,thread",Textiles,Italian,1600,Modern Times,50.8,-1.0,26.7,-1.0
341,"alloy,copper,gold,silver",Sword,Japanese,1750,Modern Times,7.1,-1.0,6.8,-1.0
5262,"metal,wood",Wood,Bamana or Malinke peoples,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
4060,"color,ink,paper,print,woodblock",Prints,Japan,1799,Modern Times,21.0,-1.0,9.2,-1.0
473,"cotton,metal,silk",Textiles,Russian,1800,Modern Times,152.4,-1.0,33.0,-1.0
5559,silver,Metalwork,Norwegian,1650,Modern Times,9.2,-1.0,8.3,-1.0
12650,lace,Textiles,Swedish,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
765,"gold,paper",Paintings,India,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
1230,"cotton,silk",Textiles,French,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
8741,"color,ink,paper,print,woodblock",Prints,Japan,1785,Modern Times,38.4,-1.0,25.1,-1.0
11274,"color,ink,silk",Paintings,Japan,1700,Modern Times,84.8,-1.0,44.0,-1.0
8438,"color,ink,silk",Paintings,Japan,1744,Modern Times,128.0,-1.0,62.0,-1.0
7239,wood,Wood,Dogon,1800,Modern Times,33.7,-1.0,15.2,14.0
5436,silk,Textiles,Japan,1700,Modern Times,23.5,-1.0,13.34,-1.0
3551,silver,Medals,French,1800,Modern Times,-1.0,3.0,-1.0,-1.0
8321,lace,Textiles,French,1774,Modern Times,-1.0,-1.0,-1.0,-1.0
10792,"steel,wood",Shafted,German or French,1550,Modern Times,-1.0,-1.0,33.1,292.1
3936,"paste,porcelain",Ceramics,Chinese,1785,Modern Times,-1.0,13.7,-1.0,-1.0
13094,"paste,porcelain",Ceramics,German,1785,Modern Times,25.7,-1.0,32.2,-1.0
857,"gold,silver",Inrō,Japan,1600,Modern Times,6.6,-1.0,5.2,2.3
7998,silk,Textiles,French,1685,Modern Times,81.3,-1.0,12.1,-1.0
10819,"porcelain,ware",Ceramics,Japan,1667,Modern Times,31.1,19.1,-1.0,-1.0
2724,silver,Metalwork,French,1757,Modern Times,3.5,-1.0,24.1,33.2
219,"copper,porcelain,ware",Ceramics,China,1700,Modern Times,14.3,9.5,-1.0,-1.0
10238,"color,ink,paper,print,woodblock",Prints,Japan,1788,Modern Times,32.1,-1.0,21.6,-1.0
2392,lace,Textiles,Italian,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
3362,porcelain,Ceramics,China,1662,Modern Times,16.5,-1.0,-1.0,-1.0
3702,iron,Metalwork,German,1600,Modern Times,-1.0,12.7,-1.0,-1.0
3242,"metal,silk,thread",Textiles,Italian,1700,Modern Times,31.8,-1.0,8.3,-1.0
11720,"paste,porcelain",Ceramics,German,1772,Modern Times,-1.0,-1.0,-1.0,-1.0
7902,silk,Textiles,Japan,1700,Modern Times,7.0,-1.0,14.0,-1.0
5735,silk,Textiles,Japan,1600,Modern Times,6.4,-1.0,5.4,-1.0
6790,silver,Metalwork,French,1745,Modern Times,-1.0,25.1,-1.0,-1.0
5359,silk,Textiles,Japan,1700,Modern Times,3.81,-1.0,10.16,-1.0
5564,"metal,silk,thread",Textiles,Italian,1500,Modern Times,-1.0,-1.0,-1.0,-1.0
13043,silk,Textiles,French,1785,Modern Times,221.0,-1.0,91.4,-1.0
9726,gold,Metalwork,French,1758,Modern Times,3.2,-1.0,7.0,3.2
11882,steel,Mail,German,1501,Modern Times,-1.0,-1.0,34.9,76.2
1259,silk,Textiles,Italian,1600,Modern Times,37.8,-1.0,22.5,-1.0
13309,"silk,thread",Textiles,China,1767,Modern Times,29.21,-1.0,29.84,-1.0
1959,"paste,porcelain",Ceramics,British,1745,Modern Times,7.9,-1.0,3.2,-1.0
3775,wood,Wood,Cenderawasih,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
2703,wood,Wood,Yaka,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
9938,silk,Textiles,French,1800,Modern Times,14.9,-1.0,10.5,-1.0
6184,silk,Textiles,French,1730,Modern Times,-1.0,-1.0,-1.0,-1.0
11676,iron,Metalwork,Spanish,1600,Modern Times,-1.0,-1.0,-1.0,45.1
10402,"paste,porcelain",Ceramics,British,1800,Modern Times,-1.0,24.1,-1.0,-1.0
4276,glass,Glass,German,1515,Modern Times,-1.0,26.7,-1.0,-1.0
12848,"gold,ink,paper",Paintings,India,1695,Modern Times,26.0,-1.0,20.3,-1.0
4629,cotton,Textiles,British,1785,Modern Times,-1.0,-1.0,-1.0,-1.0
7937,silver,Horology,British,1800,Modern Times,-1.0,7.0,-1.0,-1.0
1286,steel,Metalwork,German,1700,Modern Times,-1.0,16.8,-1.0,-1.0
11645,lace,Textiles,Irish,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
10617,"gold,paste,porcelain",Ceramics,German,1740,Modern Times,-1.0,6.7,-1.0,-1.0
4904,"color,ink,paper,print,woodblock",Prints,Japan,1700,Modern Times,26.2,-1.0,19.2,-1.0
851,"alloy,copper,gold,silver",Sword,Japanese,1590,Modern Times,5.4,-1.0,4.0,-1.0
8335,"alloy,copper,gold",Sword,Japanese,1701,Modern Times,-1.0,-1.0,1.4,9.7
2755,silk,Textiles,French,1750,Modern Times,-1.0,-1.0,-1.0,-1.0
2462,silk,Textiles,South,1512,Modern Times,335.3,-1.0,317.5,-1.0
5168,"alloy,copper,gold,silver",Sword,Japanese,1590,Modern Times,3.8,-1.0,-1.0,-1.0
9925,"copper,steel",Swords,Italian,1501,Modern Times,-1.0,-1.0,18.4,107.3
4471,"alloy,iron",Equestrian,German,1600,Modern Times,-1.0,2.5,11.4,12.7
5232,lace,Textiles,French or Italian,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
6644,wood,Textiles,Dogon,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
6086,"metal,silk,thread",Textiles,European,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
6092,ware,Ceramics,Japan,1800,Modern Times,16.5,-1.0,-1.0,-1.0
6368,silk,Textiles,Japan,1700,Modern Times,3.17,-1.0,8.26,-1.0
11839,silk,Woodwork,French,1749,Modern Times,102.2,-1.0,78.7,63.5
5876,bronze,Medals,British,1731,Modern Times,-1.0,-1.0,-1.0,-1.0
9368,"metal,silk,thread",Textiles,French,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
4406,"color,ink,paper,print,woodblock",Prints,China,1662,Modern Times,24.0,-1.0,27.3,-1.0
1663,wood,Helmet,Japanese,1590,Modern Times,43.2,-1.0,79.1,-1.0
1325,"ink,silk",Paintings,Japan,1663,Modern Times,100.6,-1.0,42.5,-1.0
11610,silk,Textiles,Japan,1667,Modern Times,12.07,-1.0,9.53,-1.0
3542,"gold,ink,paper",Screens,Japan,1634,Modern Times,-1.0,-1.0,-1.0,-1.0
4794,steel,Firearms,Italian,1643,Modern Times,-1.0,-1.0,-1.0,21.0
10346,"gold,silk,thread",Textiles,Sumatra,1800,Modern Times,79.38,-1.0,157.48,-1.0
3755,"alloy,copper,gold",Sword,Japanese,1590,Modern Times,3.8,-1.0,-1.0,-1.0
6819,silk,Textiles,German,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
1573,silk,Textiles,Japan,1700,Modern Times,6.99,-1.0,11.43,-1.0
12553,silk,Textiles,Greek,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
4751,"bronze,gold,paper,silver,steel,wood",Firearms,British,1795,Modern Times,7.1,-1.0,20.3,16.2
13193,steel,Armor,German,1515,Modern Times,21.1,-1.0,14.6,-1.0
8319,"porcelain,ware",Ceramics,China,1671,Modern Times,-1.0,-1.0,-1.0,-1.0
1870,"silk,thread",Costumes,China,1796,Modern Times,134.62,-1.0,118.11,-1.0
7732,"gold,silver,wood",Lacquer,Japan,1600,Modern Times,21.0,-1.0,45.6,-1.0
2991,"color,ink,paper,print,woodblock",Prints,Japan,1776,Modern Times,31.4,-1.0,14.3,-1.0
3013,silk,Textiles,Japan,1800,Modern Times,12.07,-1.0,16.51,-1.0
7093,glass,Glass,German,1735,Modern Times,14.4,-1.0,6.7,-1.0
7300,"porcelain,ware",Ceramics,Japan,1700,Modern Times,21.6,17.5,-1.0,-1.0
4526,"porcelain,ware",Ceramics,China,1723,Modern Times,3.2,6.0,-1.0,-1.0
10565,"paste,porcelain",Ceramics,German,1715,Modern Times,-1.0,11.4,-1.0,-1.0
4189,lace,Textiles,Flemish,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
10929,"steel,wood",Shafted,Italian,1565,Modern Times,-1.0,-1.0,39.04,274.96
9114,steel,Swords,Saxon,1700,Modern Times,-1.0,-1.0,17.2,108.0
4631,silk,Textiles,China,1771,Modern Times,31.11,-1.0,31.75,-1.0
11041,wood,Wood,Dogon,1800,Modern Times,33.7,-1.0,56.2,20.6
7435,gold,Metalwork,British,1730,Modern Times,-1.0,10.8,-1.0,-1.0
10864,"copper,gilt,iron,silk",Armor,Japanese,1701,Modern Times,-1.0,-1.0,-1.0,-1.0
6040,gilt,Horology,German,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
7236,"metal,silk,thread",Textiles,Italian,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
4723,"color,ink,paper,print,woodblock",Prints,Japan,1780,Modern Times,26.7,-1.0,19.1,-1.0
3426,"paste,porcelain",Ceramics,German,1740,Modern Times,-1.0,19.1,-1.0,-1.0
1729,porcelain,Ceramics,China,1662,Modern Times,6.4,13.0,-1.0,-1.0
10536,iron,Equestrian,French,1750,Modern Times,12.7,-1.0,10.2,-1.0
4190,ware,Ceramics,Japan,1750,Modern Times,6.4,27.0,-1.0,-1.0
7000,"alloy,copper,gold",Sword,Japanese,1590,Modern Times,3.8,-1.0,-1.0,-1.0
263,silk,Textiles,Japan,1700,Modern Times,4.45,-1.0,4.45,-1.0
7507,"gilt,silver",Metalwork,German,1700,Modern Times,14.9,-1.0,13.7,-1.0
4105,silk,Textiles,Japan,1700,Modern Times,15.88,-1.0,12.7,-1.0
571,lace,Textiles,Flemish,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
5266,silk,Textiles,China,1700,Modern Times,14.3,-1.0,17.1,-1.0
6322,wood,Natural,British or French,1700,Modern Times,9.8,-1.0,5.4,2.4
1489,"bronze,gilt",Metalwork,French,1700,Modern Times,12.1,-1.0,17.8,-1.0
10144,"metal,silk,thread",Textiles,Italian,1725,Modern Times,193.0,-1.0,114.3,-1.0
5038,"bronze,gilt,paste,porcelain",Ceramics,French,1756,Modern Times,43.5,-1.0,26.7,17.8
4913,"metal,silk,thread",Textiles,Rhenish,1500,Modern Times,111.8,-1.0,68.0,-1.0
7691,glass,Glass,China,1700,Modern Times,22.9,11.4,-1.0,-1.0
9065,"alloy,copper,gold,silver",Sword,Japanese,1590,Modern Times,-1.0,-1.0,1.4,9.7
3793,"metal,silk,thread",Textiles,Italian,1705,Modern Times,-1.0,-1.0,-1.0,-1.0
6625,silk,Textiles,China,1800,Modern Times,95.25,-1.0,60.33,-1.0
3651,bronze,Medals,Italian,1730,Modern Times,-1.0,8.9,-1.0,-1.0
6426,silver,Horology,British,1758,Modern Times,-1.0,5.1,-1.0,-1.0
2043,"porcelain,ware",Ceramics,China,1700,Modern Times,69.2,31.1,-1.0,-1.0
4153,"alloy,copper",Metalwork,Italian,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
9170,lace,Textiles,British,1785,Modern Times,-1.0,-1.0,-1.0,-1.0
9463,silk,Textiles,English or Scottish,1785,Modern Times,41.9,-1.0,20.3,-1.0
5086,wood,Woodwork,Italian,1500,Modern Times,74.9,-1.0,156.8,98.4
10867,wood,Paintings,French,1770,Modern Times,-1.0,97.2,-1.0,-1.0
2148,lace,Textiles,European,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
8290,"bronze,steel,wood",Metalwork,French,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
4748,silk,Textiles,China,1736,Modern Times,21.59,-1.0,24.13,-1.0
957,iron,Armor,Japanese,1601,Modern Times,16.8,-1.0,17.5,-1.0
5287,"color,ink,paper,print,woodblock",Prints,Japan,1786,Modern Times,37.1,-1.0,25.7,-1.0
12864,gold,Natural,Bohemian,1630,Modern Times,11.4,-1.0,14.6,-1.0
11950,wood,Horology,Japan,1800,Modern Times,49.5,-1.0,-1.0,-1.0
9611,"color,ink,silk",Paintings,Japan,1733,Modern Times,92.1,-1.0,34.6,-1.0
7666,"alloy,copper,gold,silver",Sword,Japanese,1590,Modern Times,-1.0,-1.0,1.4,9.7
1539,porcelain,Ceramics,China,1662,Modern Times,5.1,6.5,-1.0,-1.0
3871,glass,Glass,British,1785,Modern Times,-1.0,19.7,-1.0,-1.0
9308,"alloy,copper,gold,steel",Armor,German,1525,Modern Times,-1.0,-1.0,-1.0,-1.0
12594,porcelain,Ceramics,China,1667,Modern Times,4.1,3.8,-1.0,-1.0
3679,"metal,silk,thread",Textiles,Spanish,1785,Modern Times,40.6,-1.0,19.1,-1.0
1703,"glass,silver",Glass,European,1500,Modern Times,13.5,-1.0,6.5,-1.0
3384,silver,Metalwork,British,1715,Modern Times,0.8,-1.0,2.9,-1.0
658,"cotton,gold,thread",Textiles,Lampung,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
3609,"gilt,silver",Metalwork,British,1675,Modern Times,8.9,-1.0,13.3,-1.0
11171,cotton,Textiles,British,1775,Modern Times,-1.0,-1.0,-1.0,-1.0
947,"paste,porcelain",Ceramics,Chinese,1750,Modern Times,24.4,-1.0,53.7,-1.0
13096,silk,Textiles,Japan,1700,Modern Times,5.71,-1.0,22.86,-1.0
12997,"paste,porcelain",Ceramics,Italian,1745,Modern Times,-1.0,14.1,-1.0,-1.0
10686,"gold,steel",Helmets,Turkish,1525,Modern Times,27.9,24.1,-1.0,-1.0
9046,ware,Ceramics,Japan,1760,Modern Times,16.5,-1.0,-1.0,-1.0
11475,"copper,gold,iron",Sword,Japanese,1590,Modern Times,8.3,-1.0,7.6,-1.0
4257,silver,Metal,Fon,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
5578,"bronze,gilt",Horology,French,1700,Modern Times,12.7,-1.0,1.6,-1.0
8149,silk,Textiles,European,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
88,"paper,print,woodblock",Paintings,Japan,1700,Modern Times,45.5,-1.0,21.0,-1.0
7981,"paste,porcelain",Ceramics,Belgian,1765,Modern Times,-1.0,24.1,-1.0,-1.0
